month,hour,day_type,daylight_savings_status,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation,outdoor_dry_bulb_temperature,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,outdoor_dry_bulb_temperature_predicted_1,outdoor_dry_bulb_temperature_predicted_2,outdoor_dry_bulb_temperature_predicted_3,outdoor_relative_humidity_predicted_1,outdoor_relative_humidity_predicted_2,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_1,diffuse_solar_irradiance_predicted_2,diffuse_solar_irradiance_predicted_3,direct_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_2,direct_solar_irradiance_predicted_3,electricity_pricing,electricity_pricing_predicted_1,electricity_pricing_predicted_2,electricity_pricing_predicted_3,carbon_intensity
8,21,5,0,0.5230833,0,0,0,0.0,19.4,76,0,0,20.0,21.7,18.9,65,57,78,0,427,0,0,210,0,0.22,0.22,0.22,0.22,0.18958405
8,22,5,0,0.7349499666666667,0,0,0,0.0,19.4,76,0,0,20.0,21.1,19.4,63,68,79,0,618,0,0,343,0,0.22,0.22,0.22,0.22,0.15812041
8,23,5,0,0.9468166333333334,0,0,0,0.0,20.0,73,0,0,20.0,21.1,19.4,63,66,79,0,810,0,0,572,0,0.22,0.22,0.22,0.22,0.15155447
8,24,5,0,1.1586833,0,0,0,0.0,18.9,78,0,0,20.0,22.2,18.3,63,61,84,9,875,0,0,593,0,0.22,0.22,0.22,0.22,0.13622218
8,1,6,0,1.0481334,0,0,0,0.0,20.0,68,0,0,20.0,22.8,18.3,63,61,84,144,677,0,168,259,0,0.22,0.22,0.22,0.22,0.12023289
8,2,6,0,0.91405,0,0,0,0.0,19.4,73,0,0,21.1,22.2,17.2,59,66,87,152,786,0,11,497,0,0.22,0.22,0.22,0.22,0.11686636
8,3,6,0,1.0607667,0,0,0,0.0,20.0,65,0,0,21.7,22.2,17.2,57,61,84,427,711,0,210,569,0,0.22,0.22,0.22,0.22,0.12123874
8,4,6,0,0.6264333,0,0,0,0.0,20.0,63,0,0,21.1,21.7,17.2,68,61,84,618,526,0,343,436,0,0.22,0.22,0.4,0.22,0.1168065
8,5,6,0,0.51935,0,0,0,0.0,20.0,63,0,0,21.1,20.6,17.2,66,68,84,810,356,0,572,333,0,0.22,0.22,0.4,0.22,0.11777603
8,6,6,0,2.05595,0,0,0,4.8083334,20.0,63,9,0,22.2,20.0,17.8,61,70,80,875,193,21,593,195,126,0.22,0.22,0.4,0.22,0.122667514
8,7,6,0,0.38273335,0,0,0,32.595833,20.0,63,144,168,22.8,19.4,18.9,61,73,75,677,17,178,259,77,387,0.22,0.22,0.4,0.22,0.11922021
8,8,6,0,1.3047333,0,0,0,100.2,21.1,59,152,11,22.2,19.4,20.0,66,76,70,786,0,365,497,0,483,0.22,0.22,0.4,0.22,0.12713692
8,9,6,0,1.65955,0,0,0,223.85417,21.7,57,427,210,22.2,18.9,20.6,61,78,68,711,0,573,569,0,602,0.22,0.22,0.22,0.22,0.1422218
8,10,6,0,1.0151,0,0,0,366.67084,21.1,68,618,343,21.7,19.4,20.6,61,79,68,526,0,739,436,0,657,0.22,0.4,0.22,0.22,0.15895283
8,11,6,0,2.8487666,0,0,0,492.4125,21.1,66,810,572,20.6,19.4,21.7,68,79,63,356,0,862,333,0,709,0.22,0.4,0.22,0.22,0.16855264
8,12,6,0,1.9472166,0,0,0,581.0208,22.2,61,875,593,20.0,18.3,22.2,70,84,61,193,0,934,195,0,749,0.22,0.4,0.22,0.22,0.17453809
8,13,6,0,1.3979833,0,0,0,633.2833,22.8,61,677,259,19.4,18.3,22.2,73,84,61,17,0,942,77,0,771,0.22,0.4,0.22,0.22,0.17656593
8,14,6,0,2.6798167,0,0,0,645.05414,22.2,66,786,497,19.4,17.2,22.2,76,87,61,0,0,895,0,0,812,0.22,0.4,0.22,0.22,0.17817704
8,15,6,0,1.2298334,0,0,0,617.8333,22.2,61,711,569,18.9,17.2,21.7,78,84,66,0,0,785,0,0,771,0.22,0.22,0.22,0.22,0.17906882
8,16,6,0,2.7432666,0,0,0,536.0875,21.7,61,526,436,19.4,17.2,21.1,79,84,68,0,0,620,0,0,680,0.4,0.22,0.22,0.4,0.17723949
8,17,6,0,2.5729416166666668,0,0,0,406.35,20.6,68,356,333,19.4,17.2,20.6,79,84,70,0,0,416,0,0,477,0.4,0.22,0.22,0.4,0.18189801
8,18,6,0,2.4026166333333334,0,0,0,234.225,20.0,70,193,195,18.3,17.8,20.0,84,80,68,0,21,183,0,126,173,0.4,0.22,0.22,0.4,0.18725535
8,19,6,0,2.23229165,0,0,0,15.416667,19.4,73,17,77,18.3,18.9,19.4,84,75,70,0,178,15,0,387,66,0.4,0.22,0.22,0.4,0.18949196
8,20,6,0,2.0619666666666667,0,0,0,0.0,19.4,76,0,0,17.2,20.0,18.9,87,70,75,0,365,0,0,483,0,0.4,0.22,0.22,0.4,0.18843023
8,21,6,0,1.8916416833333334,0,0,0,0.0,18.9,78,0,0,17.2,20.6,18.3,84,68,81,0,573,0,0,602,0,0.22,0.22,0.22,0.22,0.18712461
8,22,6,0,1.7213167,0,0,0,0.0,19.4,79,0,0,17.2,20.6,18.3,84,68,84,0,739,0,0,657,0,0.22,0.22,0.22,0.22,0.17121895
8,23,6,0,1.0226667,0,0,0,0.0,19.4,79,0,0,17.2,21.7,18.3,84,63,87,0,862,0,0,709,0,0.22,0.22,0.22,0.22,0.15409464
8,24,6,0,0.743075,0,0,0,0.0,18.3,84,0,0,17.8,22.2,18.3,80,61,78,21,934,0,126,749,0,0.22,0.22,0.22,0.22,0.14622422
8,1,7,0,0.42406666,0,0,0,0.0,18.3,84,0,0,18.9,22.2,17.8,75,61,84,178,942,0,387,771,0,0.22,0.22,0.22,0.22,0.14251432
8,2,7,0,0.58453333,0,0,0,0.0,17.2,87,0,0,20.0,22.2,17.8,70,61,84,365,895,0,483,812,0,0.22,0.22,0.22,0.22,0.1409229
8,3,7,0,0.54045,0,0,0,0.0,17.2,84,0,0,20.6,21.7,17.2,68,66,84,573,785,0,602,771,0,0.22,0.22,0.22,0.22,0.13805278
8,4,7,0,0.37853333,0,0,0,0.0,17.2,84,0,0,20.6,21.1,17.2,68,68,84,739,620,0,657,680,0,0.22,0.22,0.4,0.22,0.14076443
8,5,7,0,0.41631666,0,0,0,0.0,17.2,84,0,0,21.7,20.6,17.2,63,70,81,862,416,0,709,477,0,0.22,0.22,0.4,0.22,0.15049617
8,6,7,0,0.41616666,0,0,0,4.3416667,17.8,80,21,126,22.2,20.0,17.8,61,68,80,934,183,18,749,173,108,0.22,0.22,0.4,0.22,0.16000995
8,7,7,0,0.42356667,0,0,0,29.4625,18.9,75,178,387,22.2,19.4,18.9,61,70,75,942,15,181,771,66,397,0.22,0.22,0.4,0.22,0.17179501
